index,method,path,operationId,tag,summary,auth,requestBody,pathParams,queryParams,headers,successResponses,errorResponses,testType,destructiveLevel,canRunOnProductionPublic,requiresCanaryData,requiredVariables,precondition,expectedResult,evidenceToSave,postmanFolder,postmanRequestName
281,DELETE,/v1/auth/sessions,DocOpV1AuthSessionsRevokeOthers,Auth,Revoke other sessions,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,DELETE /v1/auth/sessions
282,GET,/v1/auth/sessions,DocOpV1AuthSessionsList,Auth,List current admin sessions,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,GET /v1/auth/sessions
283,DELETE,/v1/auth/sessions/{sessionId},DocOpV1AuthSessionDelete,Auth,Revoke one session,bearer,no,sessionId,,Authorization;X-Request-ID;X-Correlation-ID,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;sessionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,DELETE /v1/auth/sessions/{sessionId}
284,POST,/v1/commerce/cash-checkout,DocOpV1CommerceCashCheckout,Commerce,"Create order, record captured cash payment, mark paid",bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,POST /v1/commerce/cash-checkout
285,POST,/v1/commerce/orders,DocOpV1CommerceCreateOrder,Commerce,Create order and initial vend session,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,201,"400,401,403,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,POST /v1/commerce/orders
286,GET,/v1/commerce/orders/{orderId},DocOpV1CommerceGetOrder,Commerce,Checkout status for order,bearer,no,orderId,slot_index,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500,503",smoke,READ_ONLY,partial,no,accessToken;baseUrl;orderId;slotIndex,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,GET /v1/commerce/orders/{orderId}
287,POST,/v1/commerce/orders/{orderId}/cancel,DocOpV1CommerceOrderCancel,Commerce,Cancel order before payment capture,bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,POST /v1/commerce/orders/{orderId}/cancel
288,POST,/v1/commerce/orders/{orderId}/payment-session,DocOpV1CommercePaymentSession,Commerce,Start payment with outbox row,bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,POST /v1/commerce/orders/{orderId}/payment-session
289,POST,/v1/commerce/orders/{orderId}/payments/{paymentId}/webhooks,DocOpV1CommercePaymentWebhook,Commerce,Apply provider webhook,none,yes,orderId;paymentId,,X-AVF-Webhook-Timestamp;X-AVF-Webhook-Signature;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,baseUrl;orderId;paymentId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,09_Payments_Webhooks_Reconciliation,POST /v1/commerce/orders/{orderId}/payments/{paymentId}/webhooks
290,GET,/v1/commerce/orders/{orderId}/reconciliation,DocOpV1CommerceReconciliationSnapshot,Commerce,Reconciliation snapshot wrapper,bearer,no,orderId,slot_index,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500,503",smoke,READ_ONLY,partial,no,accessToken;baseUrl;orderId;slotIndex,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,GET /v1/commerce/orders/{orderId}/reconciliation
291,GET,/v1/commerce/orders/{orderId}/refunds,DocOpV1CommerceRefundsList,Commerce,List refunds for an order,bearer,no,orderId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,GET /v1/commerce/orders/{orderId}/refunds
292,POST,/v1/commerce/orders/{orderId}/refunds,DocOpV1CommerceRefundCreate,Commerce,Create or replay a refund (idempotent),bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,POST /v1/commerce/orders/{orderId}/refunds
293,GET,/v1/commerce/orders/{orderId}/refunds/{refundId},DocOpV1CommerceRefundGet,Commerce,Get one refund on an order,bearer,no,orderId;refundId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;orderId;refundId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,GET /v1/commerce/orders/{orderId}/refunds/{refundId}
294,POST,/v1/commerce/orders/{orderId}/vend/failure,DocOpV1CommerceVendFailure,Commerce,Finalize vend failure,bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500,503",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,POST /v1/commerce/orders/{orderId}/vend/failure
295,POST,/v1/commerce/orders/{orderId}/vend/start,DocOpV1CommerceVendStart,Commerce,Advance vend to in_progress,bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,POST /v1/commerce/orders/{orderId}/vend/start
296,POST,/v1/commerce/orders/{orderId}/vend/success,DocOpV1CommerceVendSuccess,Commerce,Finalize vend success,bearer,yes,orderId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;orderId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,POST /v1/commerce/orders/{orderId}/vend/success
297,POST,/v1/device/machines/{machineId}/commands/poll,DocOpV1DeviceMachineCommandsPoll,Device Runtime,Poll pending remote commands over HTTP (MQTT fallback),bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,16_System_Health_Metrics,POST /v1/device/machines/{machineId}/commands/poll
298,POST,/v1/device/machines/{machineId}/events/reconcile,DocOpV1DeviceTelemetryReconcileBatch,Telemetry Reconcile,Batch reconcile critical telemetry idempotency keys,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,16_System_Health_Metrics,POST /v1/device/machines/{machineId}/events/reconcile
299,GET,/v1/device/machines/{machineId}/events/{idempotencyKey}/status,DocOpV1DeviceTelemetryReconcileStatusGet,Telemetry Reconcile,Single critical telemetry idempotency status,bearer,no,machineId;idempotencyKey,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;idempotencyKey;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,16_System_Health_Metrics,GET /v1/device/machines/{machineId}/events/{idempotencyKey}/status
300,POST,/v1/device/machines/{machineId}/vend-results,DocOpV1DeviceMachineVendResults,Device Runtime,Report vend outcome for an order (HTTP bridge),bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,16_System_Health_Metrics,POST /v1/device/machines/{machineId}/vend-results
301,POST,/v1/machines/{machineId}/check-ins,DocOpV1MachineCheckIn,Device Runtime,Record Android check-in,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/check-ins
302,POST,/v1/machines/{machineId}/commands/dispatch,DocOpV1MachineCommandDispatch,Device Runtime,Dispatch remote MQTT command,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/commands/dispatch
303,GET,/v1/machines/{machineId}/commands/receipts,DocOpV1MachineCommandReceipts,Device Runtime,List recent command receipts,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/commands/receipts
304,GET,/v1/machines/{machineId}/commands/{sequence}/status,DocOpV1MachineCommandStatus,Device Runtime,Get command dispatch status by sequence,bearer,no,machineId;sequence,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId;sequence,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/commands/{sequence}/status
305,POST,/v1/machines/{machineId}/config-applies,DocOpV1MachineConfigApply,Device Runtime,Acknowledge config applied on device,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/config-applies
306,GET,/v1/machines/{machineId}/operator-sessions/action-attributions,DocOpV1OperatorSessionActionAttributions,Operator Sessions,List action attributions for machine,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/operator-sessions/action-attributions
307,GET,/v1/machines/{machineId}/operator-sessions/auth-events,DocOpV1OperatorSessionAuthEvents,Operator Sessions,List auth events,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/operator-sessions/auth-events
308,GET,/v1/machines/{machineId}/operator-sessions/current,DocOpV1OperatorSessionCurrent,Operator Sessions,Get current operator session,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/operator-sessions/current
309,GET,/v1/machines/{machineId}/operator-sessions/history,DocOpV1OperatorSessionHistory,Operator Sessions,List session history,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/operator-sessions/history
310,POST,/v1/machines/{machineId}/operator-sessions/login,DocOpV1OperatorSessionLogin,Operator Sessions,Start or resume operator session,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,429,500,503",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/operator-sessions/login
311,POST,/v1/machines/{machineId}/operator-sessions/logout,DocOpV1OperatorSessionLogout,Operator Sessions,End operator session,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,429,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/operator-sessions/logout
312,GET,/v1/machines/{machineId}/operator-sessions/timeline,DocOpV1OperatorSessionTimeline,Operator Sessions,Combined operator timeline,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/operator-sessions/timeline
313,POST,/v1/machines/{machineId}/operator-sessions/{sessionId}/heartbeat,DocOpV1OperatorSessionHeartbeat,Operator Sessions,Session activity heartbeat,bearer,no,machineId;sessionId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,429,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId;sessionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/machines/{machineId}/operator-sessions/{sessionId}/heartbeat
314,GET,/v1/machines/{machineId}/sale-catalog,DocOpV1MachineSaleCatalogGet,Runtime Catalog,"Runtime sale catalog (planogram, price, stock, images)",bearer,no,machineId,if_none_match_config_version;include_unavailable;include_images,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;ifNoneMatchConfigVersion;includeImages;includeUnavailable;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/sale-catalog
315,GET,/v1/machines/{machineId}/shadow,DocOpV1MachineShadowGet,Device Runtime,Get machine shadow JSON,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/shadow
316,GET,/v1/machines/{machineId}/telemetry/incidents,DocOpV1MachineTelemetryIncidents,Telemetry,Recent persisted machine incidents,bearer,no,machineId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/telemetry/incidents
317,GET,/v1/machines/{machineId}/telemetry/rollups,DocOpV1MachineTelemetryRollups,Telemetry,Telemetry rollup buckets (1m / 1h),bearer,no,machineId,from;to;granularity,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;granularity;machineId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/telemetry/rollups
318,GET,/v1/machines/{machineId}/telemetry/snapshot,DocOpV1MachineTelemetrySnapshot,Telemetry,Current machine telemetry snapshot (projected),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/machines/{machineId}/telemetry/snapshot
319,GET,/v1/operator-insights/technicians/{technicianId}/action-attributions,DocOpV1OperatorInsightsTechnicianAttributions,Operator Sessions,List action attributions for a technician,bearer,no,technicianId,limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;technicianId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,15_Technicians_Operations,GET /v1/operator-insights/technicians/{technicianId}/action-attributions
320,GET,/v1/operator-insights/users/action-attributions,DocOpV1OperatorInsightsUserAttributions,Operator Sessions,List action attributions for a user principal,bearer,no,,user_principal;limit,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;userPrincipal,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,15_Technicians_Operations,GET /v1/operator-insights/users/action-attributions
321,GET,/v1/orders,DocOpV1OrdersList,Commerce,List orders for company,bearer,no,,status;machine_id;search;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;machineId;offset;search;status;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,GET /v1/orders
322,GET,/v1/payments,DocOpV1PaymentsList,Commerce,List payments for company,bearer,no,,status;payment_method;machine_id;search;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;machineId;offset;paymentMethod;search;status;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,08_Commerce_Order_Checkout,GET /v1/payments
323,GET,/v1/reports/fleet-health,DocOpV1ReportsFleetHealth,Reporting,Machine posture and incident rollups,bearer,no,,from;to,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/reports/fleet-health
324,GET,/v1/reports/inventory-exceptions,DocOpV1ReportsInventoryExceptions,Reporting,Slots needing refill or restock attention,bearer,no,,from;to;exception_kind;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;exceptionKind;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/reports/inventory-exceptions
325,GET,/v1/reports/payments-summary,DocOpV1ReportsPaymentsSummary,Reporting,Payment outcomes and method/status breakdown,bearer,no,,from;to;group_by,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;groupBy;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/reports/payments-summary
326,GET,/v1/reports/sales-summary,DocOpV1ReportsSalesSummary,Reporting,Sales rollup and trend breakdown,bearer,no,,from;to;group_by,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;groupBy;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/reports/sales-summary
327,POST,/v1/setup/activation-codes/claim,DocOpV1SetupActivationClaimPost,Activation,Claim an activation code (public pre-auth),none,yes,,,X-Request-ID;X-Correlation-ID,200,"400,500",commerce_device,DESTRUCTIVE_CANARY_ONLY,no,yes,baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/setup/activation-codes/claim
328,GET,/v1/setup/machines/{machineId}/bootstrap,DocOpV1SetupMachineBootstrap,Machine Setup,Machine setup bootstrap (topology + catalog),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500,503",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/setup/machines/{machineId}/bootstrap
329,GET,/version,DocOpVersion,System,Build and runtime version,none,no,,,,200,,smoke,READ_ONLY,yes,no,baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,00_Preflight,GET /version
